PERIODO;PROGRAMA;GRUPO_REFERENCIA;PUNTAJE_GLOBAL;PERCENTIL_NACIONALGLOBAL;PERCENTIL_GRUPOREFGLOBAL;PUNTAJE_PRUEBA.CCiudadanas;PERCENTIL_NACIONALPRUEBA.CCiudadanas;PERCENTIL_GRUPOREFPRUEBA.CCiudadanas;PUNTAJE_PRUEBA.LectCritica;PERCENTIL_NACIONALPRUEBA.LectCritica;PERCENTIL_GRUPOREFPRUEBA.LectCritica;PUNTAJE_PRUEBA.RazCuanti;PERCENTIL_NACIONALPRUEBA.RazCuanti;PERCENTIL_GRUPOREFPRUEBA.RazCuanti
20163;PSICOLOGIA;PSICOLOGÍA;186;94;96;182;86;86;199;95;95;174;78;90
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;177;88;82;150;48;45;165;69;63;195;93;83
20163;DERECHO;DERECHO;179;89;88;166;69;54;195;94;91;157;60;67
20163;DERECHO;DERECHO;199;99;98;185;88;80;173;78;71;115;13;17
20163;DERECHO;DERECHO;183;92;91;185;88;80;185;87;82;150;51;58
20163;MEDICINA;MEDICINA;167;78;49;181;85;66;132;29;11;175;80;55
20163;DERECHO;DERECHO;202;99;99;217;100;99;191;91;88;166;71;77
20163;DERECHO;DERECHO;191;96;96;216;100;99;197;95;92;187;88;93
20163;DERECHO;DERECHO;194;97;97;191;92;86;218;100;99;198;94;97
20163;DERECHO;DERECHO;189;96;95;193;94;88;208;98;97;194;93;96
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;166;76;83;168;72;78;158;60;69;160;63;70
20163;DERECHO;DERECHO;174;85;83;206;98;96;186;89;84;136;34;40
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;176;87;92;184;87;92;152;53;61;186;88;93
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;173;84;90;81;1;1;141;39;46;189;89;94
20163;PSICOLOGIA;PSICOLOGÍA;156;62;66;166;69;67;151;51;48;115;13;18
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;170;80;72;162;64;60;179;83;80;166;71;48
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;178;88;94;178;82;88;192;92;95;152;54;74
20163;DERECHO;DERECHO;180;90;88;212;99;98;188;90;86;203;96;98
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;162;71;79;170;73;80;163;66;75;153;55;62
20163;DERECHO;DERECHO;186;94;93;196;95;90;209;98;97;156;59;66
20163;PSICOLOGIA;PSICOLOGÍA;160;68;73;134;30;26;136;33;30;152;54;69
20163;INGENIERIA ELECTRICA;INGENIERÍA;178;89;84;155;54;51;172;77;72;202;96;88
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;162;71;78;138;35;40;146;45;53;154;57;63
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;180;90;94;206;98;99;163;66;74;144;43;48
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;180;90;94;166;69;75;209;98;100;178;82;88
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;210;100;100;216;100;100;195;94;97;209;98;99
20163;INGENIERIA ELECTRONICA;INGENIERÍA;210;100;100;201;97;96;203;97;96;233;100;100
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;195;98;99;170;73;79;195;94;97;207;97;99
20163;INGENIERIA CIVIL;INGENIERÍA;184;93;89;194;94;93;163;66;60;205;97;90
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;185;93;99;153;53;62;191;92;98;199;95;98
20163;INGENIERIA CIVIL;INGENIERÍA;180;90;86;166;69;65;179;83;79;196;93;83
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;161;70;77;154;53;60;173;78;85;124;21;23
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;163;72;80;141;38;43;150;50;58;149;50;56
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;196;98;99;188;90;94;201;96;98;205;97;99
20163;INGENIERIA ELECTRONICA;INGENIERÍA;180;90;85;190;92;90;175;79;75;207;97;92
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;199;99;100;197;95;98;214;99;100;175;79;86
20163;INGENIERIA CIVIL;INGENIERÍA;173;84;77;172;76;72;150;50;43;200;95;87
20163;INGENIERIA CIVIL;INGENIERÍA;208;100;100;223;100;100;200;96;95;225;100;99
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;195;98;99;192;93;96;206;98;99;197;94;97
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;176;86;92;158;58;64;189;90;95;164;69;76
20163;INGENIERIA CIVIL;INGENIERÍA;198;99;98;191;92;91;192;92;91;200;95;87
20163;INGENIERIA CIVIL;INGENIERÍA;180;90;85;171;74;71;164;67;61;178;82;63
20163;PSICOLOGIA;PSICOLOGÍA;200;99;99;213;99;100;169;74;72;193;92;98
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;182;91;95;173;77;83;182;86;91;190;90;94
20163;INGENIERIA CIVIL;INGENIERÍA;199;99;98;193;94;93;199;96;95;208;98;93
20163;DERECHO;DERECHO;161;69;65;158;58;43;147;46;38;145;45;52
20163;INGENIERIA CIVIL;INGENIERÍA;173;84;77;158;59;55;161;64;58;185;87;71
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;173;84;90;136;32;37;173;78;85;175;79;85
20163;INGENIERIA CIVIL;INGENIERÍA;184;93;89;178;82;79;167;71;66;198;94;85
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;178;89;93;162;64;71;186;89;94;169;73;80
20163;INGENIERIA CIVIL;INGENIERÍA;181;91;87;138;35;32;208;98;98;216;99;97
20163;PSICOLOGIA;PSICOLOGÍA;171;82;86;163;65;64;163;66;64;158;61;76
20163;DERECHO;DERECHO;180;90;88;190;92;85;176;80;74;179;83;88
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;170;81;87;157;58;64;166;70;78;168;72;79
20163;DERECHO;DERECHO;165;75;72;180;84;73;175;80;73;139;38;44
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;173;84;89;172;76;82;199;95;98;134;33;36
20163;ENFERMERIA;ENFERMERÍA;162;70;79;167;70;75;177;82;86;173;77;86
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;160;68;76;134;30;34;137;35;41;143;43;48
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;174;85;90;174;78;84;205;97;99;136;34;38
20163;DERECHO;DERECHO;197;98;98;196;95;90;234;100;100;168;72;79
20163;PSICOLOGIA;PSICOLOGÍA;176;87;90;186;89;89;187;89;89;175;79;91
20163;INGENIERIA CIVIL;INGENIERÍA;192;97;95;184;87;85;197;94;93;201;96;88
20163;INGENIERIA CIVIL;INGENIERÍA;205;100;99;195;94;93;184;87;84;226;100;99
20163;INGENIERIA CIVIL;INGENIERÍA;184;93;89;186;89;87;185;88;86;195;93;83
20163;INGENIERIA CIVIL;INGENIERÍA;180;90;85;125;22;20;207;98;98;218;99;97
20163;INGENIERIA CIVIL;INGENIERÍA;148;49;37;130;26;24;152;52;46;169;74;51
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;180;90;94;186;89;93;182;85;91;181;84;90
20163;INGENIERIA CIVIL;INGENIERÍA;171;82;75;156;56;52;181;85;82;159;62;38
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;165;74;88;139;36;43;170;75;87;181;84;90
20163;ENFERMERIA;ENFERMERÍA;176;86;93;162;63;69;199;95;98;167;71;80
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;184;93;89;193;93;92;204;97;96;191;91;79
20163;ENFERMERIA;ENFERMERÍA;133;25;29;153;52;58;167;71;76;130;28;30
20163;ENFERMERIA;ENFERMERÍA;144;43;49;145;43;48;128;24;27;146;46;51
20163;PSICOLOGIA;PSICOLOGÍA;156;62;66;206;98;99;163;66;64;108;9;12
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;196;98;99;178;82;87;179;83;90;168;72;79
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;159;67;82;140;37;45;137;35;44;135;34;34
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;177;87;92;154;54;60;184;87;92;161;65;72
20163;INGENIERIA CIVIL;INGENIERÍA;182;91;87;167;70;66;175;80;76;192;91;79
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;200;99;100;230;100;100;183;86;92;197;94;97
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;163;73;62;78;1;1;167;70;65;195;93;82
20163;INGENIERIA ELECTRONICA;INGENIERÍA;210;100;100;197;95;95;200;96;95;213;99;95
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;185;93;96;190;91;95;184;87;93;186;88;93
20163;INGENIERIA CIVIL;INGENIERÍA;161;69;58;159;60;56;169;73;68;141;41;20
20163;MEDICINA;MEDICINA;191;96;86;219;100;99;208;98;92;182;85;65
20163;PSICOLOGIA;PSICOLOGÍA;177;88;91;199;96;97;165;68;67;164;68;83
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;191;97;99;199;96;98;181;85;91;190;90;95
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;152;55;43;131;28;25;103;6;5;139;38;18
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;129;19;22;83;1;2;112;11;13;173;77;84
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;147;48;55;154;54;60;136;33;40;158;62;69
20163;DERECHO;DERECHO;178;89;87;143;40;26;183;86;80;169;73;79
20163;PSICOLOGIA;PSICOLOGÍA;222;100;100;300;100;100;210;99;99;179;83;94
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;174;85;90;176;80;86;180;84;90;167;71;78
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;171;82;88;148;46;52;173;77;84;152;54;60
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;163;73;80;165;67;74;157;58;67;146;47;52
20163;INGENIERIA CIVIL;INGENIERÍA;165;74;65;152;52;48;175;79;75;190;90;77
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;161;70;59;136;33;30;165;68;62;182;85;67
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;147;47;54;174;78;84;146;44;52;101;5;5
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;173;84;90;168;71;78;162;65;73;140;38;43
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;148;50;57;133;29;33;126;23;28;172;77;84
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;113;5;5;107;10;11;93;3;4;108;9;9
20163;INGENIERIA CIVIL;INGENIERÍA;180;90;85;166;69;65;179;83;80;177;81;61
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;145;44;32;149;47;43;155;56;50;143;43;21
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;169;80;86;166;68;75;150;50;59;152;54;60
20163;INGENIERIA CIVIL;INGENIERÍA;169;80;71;165;68;64;142;40;34;189;90;76
20163;PSICOLOGIA;PSICOLOGÍA;132;23;23;120;18;14;147;47;44;97;4;5
20163;DERECHO;DERECHO;219;100;100;203;97;94;211;99;98;187;88;93
20163;PSICOLOGIA;PSICOLOGÍA;165;74;79;157;57;55;149;49;46;137;36;48
20163;ENFERMERIA;ENFERMERÍA;145;44;51;135;32;35;155;56;59;152;54;60
20163;INGENIERIA CIVIL;INGENIERÍA;200;99;98;223;100;100;203;97;96;206;97;91
20163;PSICOLOGIA;PSICOLOGÍA;144;42;45;140;37;33;126;23;20;120;18;24
20163;DERECHO;DERECHO;174;85;83;151;50;35;187;89;85;177;81;87
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;213;100;100;214;100;100;223;100;100;205;97;91
20163;INGENIERIA ELECTRICA;INGENIERÍA;203;99;99;203;98;97;208;98;98;234;100;100
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;179;89;84;170;73;70;192;92;90;177;81;61
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;164;73;87;157;57;67;163;66;80;157;60;66
20163;ENFERMERIA;ENFERMERÍA;139;33;38;134;31;34;152;52;56;96;3;3
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;166;76;83;153;53;59;156;57;66;180;84;89
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;183;92;88;158;59;55;179;83;80;200;95;87
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;210;100;100;219;100;100;212;99;100;205;97;100
20163;ECONOMIA;ECONOMIA;198;98;91;213;99;97;228;100;100;199;95;81
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;161;69;77;120;18;20;125;22;26;166;70;77
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;168;79;86;147;45;51;159;61;70;188;89;94
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;198;98;100;208;99;100;204;97;99;206;97;99
20163;PSICOLOGIA;PSICOLOGÍA;164;73;78;161;62;60;165;68;67;134;32;43
20163;PSICOLOGIA;PSICOLOGÍA;188;95;97;163;65;63;172;76;75;176;80;92
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;182;91;95;190;92;95;183;86;92;179;83;89
20163;INGENIERIA ELECTRICA;INGENIERÍA;212;100;100;195;95;94;222;100;100;235;100;100
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;152;56;64;135;31;35;131;27;33;158;61;68
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;179;90;85;179;83;81;175;80;76;195;93;82
20163;INGENIERIA CIVIL;INGENIERÍA;172;83;76;164;66;62;162;65;59;216;99;97
20163;INGENIERIA CIVIL;INGENIERÍA;170;81;73;182;86;84;142;40;34;155;57;33
20163;INGENIERIA CIVIL;INGENIERÍA;184;93;90;158;59;55;162;65;60;204;96;90
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;204;99;99;224;100;100;214;99;99;199;95;86
20163;DERECHO;DERECHO;214;100;100;221;100;100;199;95;93;214;99;100
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;186;94;91;181;85;82;208;98;98;213;99;96
20163;DERECHO;DERECHO;194;97;97;190;91;84;199;96;93;181;85;90
20163;PSICOLOGIA;PSICOLOGÍA;182;92;94;168;71;70;189;90;90;156;58;74
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;179;89;94;168;71;78;171;75;83;182;85;90
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;183;92;96;166;69;75;195;94;97;179;82;89
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;162;71;81;143;40;52;157;59;68;139;37;58
20163;INGENIERIA ELECTRICA;INGENIERÍA;181;91;87;170;74;70;181;84;81;182;85;67
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;149;52;66;155;55;65;125;22;28;150;51;56
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;200;99;98;199;96;95;210;99;98;214;99;96
20163;INGENIERIA CIVIL;INGENIERÍA;171;82;74;188;90;88;193;93;91;148;49;25
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;145;44;32;121;19;17;133;30;24;146;46;24
20163;PSICOLOGIA;PSICOLOGÍA;163;72;77;161;63;61;139;36;33;142;41;55
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;199;99;100;190;91;95;207;98;99;200;95;98
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;169;80;71;131;28;25;158;61;55;216;99;96
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;121;10;12;93;3;4;104;7;8;147;48;54
20163;PSICOLOGIA;PSICOLOGÍA;174;85;89;186;89;90;164;67;66;149;51;66
20163;INGENIERIA CIVIL;INGENIERÍA;183;92;88;157;57;53;191;92;90;183;86;69
20163;PSICOLOGIA;PSICOLOGÍA;177;88;91;160;61;59;186;89;88;156;59;74
20163;MEDICINA;MEDICINA;197;98;92;216;100;99;196;94;83;207;97;92
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;122;11;13;109;11;12;94;3;4;92;2;2
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;175;86;91;195;94;97;163;66;74;148;49;55
20163;INGENIERIA CIVIL;INGENIERÍA;196;98;97;206;98;98;171;75;70;197;94;85
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;212;100;100;205;98;99;195;93;97;203;96;98
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;162;71;60;149;48;44;150;50;44;192;91;79
20163;INGENIERIA CIVIL;INGENIERÍA;208;100;100;206;98;98;200;96;95;233;100;100
20163;INGENIERIA ELECTRONICA;INGENIERÍA;180;90;85;143;40;37;197;95;93;205;97;91
20163;INGENIERIA CIVIL;INGENIERÍA;193;97;95;186;89;87;199;95;94;200;95;87
20163;DERECHO;DERECHO;163;72;68;162;63;48;150;49;41;155;57;64
20163;PSICOLOGIA;PSICOLOGÍA;185;93;95;189;91;91;194;93;93;143;43;57
20163;MEDICINA;MEDICINA;180;90;70;187;89;74;173;78;53;197;94;84
20163;INGENIERIA CIVIL;INGENIERÍA;157;63;51;152;51;47;158;60;54;168;73;50
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;183;92;89;176;80;77;200;96;95;185;87;71
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;205;100;100;187;89;93;211;99;100;211;98;100
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;189;95;93;161;62;59;186;89;87;177;81;61
20163;INGENIERIA ELECTRICA;INGENIERÍA;172;83;75;163;65;61;130;27;22;217;99;97
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;177;88;93;179;83;88;151;52;60;196;94;97
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;173;84;77;171;74;71;172;76;72;199;95;86
20163;INGENIERIA CIVIL;INGENIERÍA;167;78;69;147;45;42;175;79;76;180;84;65
20163;INGENIERIA CIVIL;INGENIERÍA;181;91;87;169;72;69;176;81;77;201;96;88
20163;PSICOLOGIA;PSICOLOGÍA;160;68;72;161;62;60;142;40;36;151;52;67
20163;PSICOLOGIA;PSICOLOGÍA;140;36;38;148;46;42;144;43;39;94;3;3
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;149;51;58;151;49;55;178;82;89;104;7;7
20163;INGENIERIA ELECTRONICA;INGENIERÍA;200;99;98;200;97;96;176;80;77;216;99;97
20163;PSICOLOGIA;PSICOLOGÍA;177;88;91;192;93;94;169;73;72;188;89;97
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;102;2;2;90;3;3;90;3;3;117;15;16
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;182;92;95;161;63;69;187;89;94;167;71;78
20163;PSICOLOGIA;PSICOLOGÍA;161;70;75;109;11;8;173;77;76;155;57;73
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;156;62;70;139;35;40;151;51;60;159;62;69
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;173;84;77;156;56;52;178;82;79;153;55;31
20163;INGENIERIA ELECTRICA;INGENIERÍA;174;85;78;166;69;65;173;77;72;143;42;21
20163;INGENIERIA CIVIL;INGENIERÍA;165;74;65;164;66;63;178;82;79;156;59;34
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;152;56;64;172;76;82;139;37;44;148;49;55
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;148;50;45;153;52;41;159;61;50;113;13;19
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;198;99;98;217;100;100;182;86;83;204;97;90
20163;INGENIERIA ELECTRICA;INGENIERÍA;170;81;73;152;51;47;194;93;92;190;90;77
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;162;71;60;172;76;72;170;74;69;179;83;64
20163;PSICOLOGIA;PSICOLOGÍA;129;18;18;128;25;20;119;17;14;124;22;30
20163;DERECHO;DERECHO;188;95;94;200;97;93;210;99;97;162;66;73
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;145;43;39;132;28;21;132;29;24;134;32;41
20163;INGENIERIA ELECTRICA;INGENIERÍA;190;96;94;164;67;63;175;79;76;187;89;74
20163;PSICOLOGIA;PSICOLOGÍA;129;20;19;109;11;8;132;29;25;151;53;68
20163;INGENIERIA ELECTRICA;INGENIERÍA;186;94;91;209;99;99;187;89;87;156;59;35
20163;INGENIERIA CIVIL;INGENIERÍA;165;75;66;180;83;81;156;58;51;185;87;71
20163;PSICOLOGIA;PSICOLOGÍA;159;67;72;161;63;61;175;79;79;116;14;20
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;161;70;78;162;64;70;172;77;84;166;70;77
20163;ECONOMIA;ECONOMIA;119;8;2;116;15;7;151;51;25;156;58;27
20163;PSICOLOGIA;PSICOLOGÍA;184;93;95;171;75;75;185;87;87;193;92;98
20163;DERECHO;DERECHO;177;88;86;180;84;74;193;93;89;148;49;56
20163;INGENIERIA MECANICA;INGENIERÍA;190;96;94;199;96;96;203;97;96;211;98;94
20163;PSICOLOGIA;PSICOLOGÍA;175;86;90;194;94;94;169;73;71;203;96;100
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;162;71;78;140;37;42;163;67;75;160;63;70
20163;ECONOMIA;ECONOMIA;173;84;57;169;72;49;159;61;34;178;82;56
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;178;88;81;167;69;57;174;78;67;168;73;80
20163;INGENIERIA ELECTRICA;INGENIERÍA;154;58;46;138;35;32;73;1;1;205;97;91
20163;INGENIERIA ELECTRICA;INGENIERÍA;176;87;81;183;86;84;197;95;94;186;88;73
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;177;88;79;186;89;81;183;86;76;190;90;95
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;166;77;84;126;23;26;150;50;58;168;73;80
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;195;98;94;207;99;96;174;78;66;185;87;92
20163;INGENIERIA ELECTRICA;INGENIERÍA;195;98;97;150;49;45;186;88;86;217;99;97
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;169;80;71;162;64;51;182;86;75;170;74;81
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;179;89;82;189;91;83;109;9;9;183;86;91
20163;INGENIERIA MECANICA;INGENIERÍA;161;70;59;172;75;72;191;92;90;151;53;29
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;161;69;61;177;81;69;189;91;82;111;10;16
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;172;83;75;167;70;57;190;91;82;132;30;40
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;159;67;75;129;25;28;184;87;93;145;45;50
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;145;45;52;147;45;51;150;50;58;126;23;26
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;157;64;56;169;72;59;169;73;61;130;28;37
20163;ENFERMERIA;ENFERMERÍA;152;56;64;154;53;59;140;37;40;145;45;50
20163;INGENIERIA MECANICA;INGENIERÍA;188;95;92;173;77;74;197;95;94;211;98;94
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;165;75;66;187;89;81;182;86;75;138;37;46
20163;PSICOLOGIA;PSICOLOGÍA;151;54;58;166;68;67;163;66;64;141;40;54
20163;INGENIERIA MECANICA;INGENIERÍA;203;99;99;216;100;100;208;98;98;208;98;93
20163;INGENIERIA MECANICA;INGENIERÍA;180;90;86;166;69;65;191;91;90;221;100;98
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;179;89;94;168;71;78;151;52;60;190;90;94
20163;INGENIERIA MECANICA;INGENIERÍA;170;81;73;172;75;72;172;76;72;197;94;85
20163;DERECHO;DERECHO;172;83;80;178;82;71;191;91;88;159;62;69
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;149;51;45;170;73;61;117;15;14;147;47;57
20163;INGENIERIA ELECTRONICA;INGENIERÍA;207;100;100;194;94;93;213;99;99;206;97;92
20163;INGENIERIA MECANICA;INGENIERÍA;183;92;89;177;81;78;187;89;87;210;98;94
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;169;80;87;151;50;56;182;86;92;163;68;75
20163;ENFERMERIA;ENFERMERÍA;157;63;72;146;44;50;177;81;86;144;44;49
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;173;84;76;166;69;56;207;98;94;151;52;62
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;188;95;92;197;95;94;186;88;86;195;93;82
20163;ECONOMIA;ECONOMIA;171;82;53;167;70;48;132;29;11;154;56;25
20163;ENFERMERIA;ENFERMERÍA;133;25;29;132;29;32;132;28;31;136;34;37
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;160;68;61;181;85;74;143;41;33;108;9;13
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;172;83;74;178;82;71;174;78;66;142;41;51
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;140;36;42;128;25;28;126;22;27;159;63;70
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;186;94;97;163;64;71;202;96;99;173;77;84
20163;DERECHO;DERECHO;196;98;98;212;99;98;210;99;97;188;89;93
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;152;56;49;141;39;29;173;78;66;145;45;55
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;184;93;87;199;96;91;185;88;78;187;88;93
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;175;86;92;188;90;94;217;100;100;174;78;92
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;124;13;15;102;7;8;106;8;9;160;64;71
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;165;75;67;182;86;76;161;64;52;131;29;38
20163;INGENIERIA ELECTRICA;INGENIERÍA;183;92;88;174;77;74;211;99;99;202;96;88
20163;INGENIERIA MECANICA;INGENIERÍA;211;100;100;169;72;68;188;90;88;202;96;88
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;181;91;84;197;95;90;181;85;74;165;69;77
20163;PSICOLOGIA;PSICOLOGÍA;194;97;98;179;83;83;193;93;93;174;78;91
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;168;79;70;159;59;56;150;50;44;192;91;79
20163;DERECHO;DERECHO;184;93;91;169;72;58;207;98;97;152;54;61
20163;ECONOMIA;ECONOMIA;201;99;93;188;90;76;230;100;100;165;69;38
